0.13	0.49
0.08	1.1
0.06	1.09
0.09	1.31
0.07	1.34
0.07	1.35
0.06	1.35
0.08	1.37
0.08	1.36
0.08	1.31
0.07	1.35
0.06	1.34
0.07	1.3
0.08	1.33
0.07	1.35
0.08	1.31
0.07	1.38
0.06	1.4
0.08	1.36
0.08	1.37
0.07	1.36
0.07	1.36
0.09	1.34
0.07	1.31
0.06	1.3
0.07	1.31
0.08	1.3
0.09	1.31
0.07	1.31
0.07	1.28
0.07	1.31
0.08	1.29
0.07	1.33
0.06	1.32
0.08	1.3
0.07	1.29
0.07	1.31
0.08	1.3
0.08	1.29
0.07	1.32
0.07	1.29
0.09	1.3
0.07	1.27
0.07	1.3
0.07	1.27
0.07	1.32
0.09	1.29
0.07	1.33
0.06	1.33
0.07	1.29
0.08	1.32
0.07	1.28
0.09	1.3
0.08	1.27
0.07	1.28
0.07	1.33
0.07	1.27
0.07	1.34
0.08	1.27
0.08	1.27
0.06	1.3
0.07	1.29
0.09	1.29
0.09	1.3
0.08	1.29
0.08	1.3
0.08	1.24
0.08	1.25
0.08	1.27
0.07	1.23
0.07	1.24
0.06	1.25
0.07	1.27
0.09	1.27
0.06	1.23
0.08	1.23
0.08	1.21
0.06	1.26
0.07	1.23
0.07	1.27
0.08	1.22
0.08	1.49
