0.02	0.95
0.03	0.97
0.01	0.94
0.02	0.9
0.03	1.13
0.03	1.08
0.01	0.86
0.01	0.91
0.02	1.01
0.02	1.02
0.02	1.25
0.02	1.04
0.02	0.98
0.01	1.04
0.02	1.01
0.02	0.81
0.02	0.98
0.02	1.2
0.03	1.1
0.02	1.08
0.01	1
0.03	1.22
0.01	0.8
0.02	0.84
0.02	1.11
0.03	1.14
0.01	1.04
0.02	1.3
0.02	1.02
0.01	1.2
0.02	1.16
0.02	1.05
0.02	1.24
0.02	0.96
0.02	1.03
0.01	1.02
0.02	1.05
0.01	0.92
0.02	1.14
0.03	1.21
0.02	1.15
0.02	1.2
0.02	0.97
0.02	1.16
0.02	1.07
0.02	1.16
0.02	1.13
0.02	1.15
0.03	1.12
0.02	1.07
0.02	1.15
0.02	1.03
0.02	1.02
0.04	1.1
0.02	1.14
0.02	1.08
0.02	1
0.02	1.02
0.01	1.1
0.02	1.14
0.01	1.22
0.02	1.11
0.02	1.13
0.01	1.11
0.03	1.05
0.01	1.24
0.02	1.23
0.02	1.03
0.02	1.13
0.02	1.16
0.03	1.23
0.02	1.14
0.01	1.15
0.02	1.21
0.02	1.05
0.02	1.07
0.02	1.02
0.02	1.16
0.02	1.2
0.03	1.02
0.02	1.16
0.03	1.19
0.02	1.11
0.02	1.04
0.01	1
0.02	1.14
0.02	1.18
0.02	1.06
0.03	1.14
0.02	1.28
0.02	1.01
0.02	1.12
0.01	1.11
0.03	1.17
0.01	0.79
