18.4404	2.94641	0	15.4432
18.3647	2.82731	0	15.512
18.3642	2.81941	0	15.367
17.9233	2.33562	0	15.08
18.8804	2.72265	0	16.0051
17.8065	2.30496	0	15.0203
17.4975	2.79756	0	14.649
19.8985	2.30964	0	16.802
18.5609	2.72057	0	15.764
17.8942	2.7588	0	15.0848
19.2777	2.77213	0	16.2767
17.4898	2.34216	0	15.0713
17.7817	2.6202	0	15.0343
18.6449	2.31788	0	15.8176
18.688	2.64429	0	15.8403
18.4431	2.36581	0	15.7466
18.6041	2.66497	0	15.7107
19.0125	2.39247	0	16.3146
17.7379	2.60628	0	15.0304
19.5569	2.69926	0	16.5775
18.7548	2.77001	0	15.8577
18.7087	2.36401	0	15.76
17.5813	2.69309	0	14.8374
17.9279	2.3616	0	14.8299
18.0686	2.69377	0	15.324
20.4835	2.6972	0	17.43
17.9435	2.64698	0	15.2456
18.2973	2.51588	0	15.6036
18.3736	2.51588	0	15.5781
18.3668	2.6202	0	15.6194
18.0894	2.54065	0	15.4217
18.6105	2.45943	0	15.5933
17.8915	2.68626	0	15.1039
18.5609	2.44088	0	15.764
18.2326	2.71712	0	15.3377
18.9738	2.4892	0	15.9766
18.1402	2.48984	0	15.4472
17.3218	2.48542	0	14.5574
18.9751	2.73973	0	16.1339
18.8646	2.41853	0	16.2169
17.7817	2.51844	0	15.0852
17.0218	2.207	0	14.3075
16.8867	2.51397	0	14.2966
18.8277	2.51205	0	15.8082
18.1633	2.6202	0	15.3396
17.6142	2.33503	0	15.0761
18.0153	2.59542	0	15.3181
19.4041	2.62287	0	16.3993
18.1333	2.79756	0	15.1322
17.0639	2.20588	0	14.4777
18.1726	2.41792	0	15.5765
16.6202	2.35622	0	14.1627
18.4478	2.67176	0	15.7252
18.0182	2.30613	0	15.3066
18.6514	2.72265	0	15.7761
19.939	2.72126	0	16.7091
17.8581	2.46757	0	15.187
17.9442	2.63959	0	15.1523
19.5889	2.84192	0	16.544
16.7807	2.30672	0	14.0684
17.8979	2.64026	0	15.0546
18.2072	2.33621	0	15.4139
19.2014	2.84842	0	16.1495
17.7099	2.34097	0	14.9109
19.1955	2.67312	0	16.2933
18.3917	2.48605	0	15.5758
17.294	2.49237	0	14.7253
15.2301	1.93237	0	13.0943
19.2942	2.89414	0	16.2732
18.3477	2.43284	0	15.2053
18.4686	2.64564	0	15.6703
17.9695	2.48731	0	14.9492
18.4666	2.67448	0	15.6903
16.0234	2.08228	0	13.7379
18.7978	2.67448	0	16.0978
18.3855	2.39368	0	15.6863
17.9017	2.69926	0	15.2024
17.1153	2.26003	0	14.5759
19.3606	2.63892	0	16.3918
18.7819	2.37003	0	16.1315
18.8421	2.74251	0	16.0488
18.8104	2.38943	0	15.7855
18.0824	2.72126	0	15.2594
20.4874	2.74181	0	16.9586
18.0919	2.7658	0	15.3007
17.0509	2.33088	0	14.568
18.4451	2.38821	0	15.5996
19.0682	2.44399	0	16.2424
18.258	2.51397	0	15.4901
16.1772	2	0	13.7722
17.314	2.64026	0	14.6484
19.8728	2.64631	0	16.9466
19.0875	2.6616	0	16.071
17.7947	2.5602	0	15.1331
19.263	2.59212	0	16.1372
17.7812	2.63425	0	14.9949
18.9835	2.56671	0	15.8577
18.413	2.74669	0	15.4629
18.7913	2.51397	0	15.8964
19.0985	2.6738	0	16.2465
17.7682	2.4911	0	15.1754
18.9059	2.72265	0	16.1323
18.5845	2.39308	0	15.8859
17.4321	2.43593	0	14.9201
18.4846	2.39003	0	15.5606
18.9931	2.66972	0	16.0183
18.1078	2.61953	0	15.2594
17.3571	2.41423	0	14.5362
18.3782	2.51652	0	15.7092
18.1657	2.41362	0	15.2439
19.4812	2.72126	0	16.5819
18.2003	2.51652	0	15.3025
16.7974	2.30205	0	14.3435
18.3549	2.31023	0	15.6131
18.6088	2.86875	0	15.6893
19.264	2.63959	0	16.1168
17.8926	2.46882	0	15.2456
18.8818	2.64295	0	15.9339
18.4658	2.4638	0	15.6718
19.0198	2.53936	0	16.1757
18.2441	2.4613	0	15.5544
18.8214	2.66701	0	15.9004
16.9466	2.1374	0	14.5802
15.9321	2.48227	0	13.4498
19.3286	2.49237	0	16.1495
16.2944	2.25888	0	13.7817
17.6396	2.2335	0	14.8223
17.7366	2.51205	0	15.0216
18.7294	2.31258	0	15.8577
12.838	1.81956	0	10.9426
