99.4749	44.6862	54.7887
99.3748	39.1598	60.2151
99.4742	38.007	61.4672
99.4246	43.4826	55.942
99.3998	38.4846	60.9152
99.4493	38.7735	60.6758
99.4247	39.4697	59.955
99.4246	38.3037	61.1208
99.4243	38.7484	60.6758
99.3995	37.7533	61.6462
99.5251	34.1415	65.3837
99.4992	39.4091	60.0901
99.3997	39.3947	60.005
99.3998	37.5594	61.8405
99.4249	38.3346	61.0903
99.3492	38.5232	60.826
99.2995	38.0535	61.2459
99.3741	38.658	60.7161
99.2995	37.7033	61.5962
99.3991	41.7877	57.6114
99.2996	37.7439	61.5558
99.3243	36.1612	63.1632
99.3495	39.4046	59.945
99.349	36.9054	62.4437
99.3497	39.3447	60.005
99.3741	37.0556	62.3185
99.2995	37.9535	61.346
99.3245	38.9292	60.3953
99.2995	37.7033	61.5962
99.2996	37.8189	61.4807
99.3245	39.7298	59.5947
99.3245	36.8777	62.4468
99.3243	39.3644	59.96
99.2996	40.7204	58.5793
99.3492	40.9762	58.373
99.3243	38.5886	60.7357
99.3744	44.97	54.4044
99.3245	40.7806	58.5439
99.3245	39.3545	59.97
99.3245	40.6055	58.719
99.3495	36.7025	62.647
99.3741	39.4091	59.9649
99.2993	40.2152	59.0841
99.2748	37.9345	61.3403
99.3492	38.1977	61.1514
99.3247	39.2446	60.08
99.2993	39.0891	60.2102
99.2995	38.5539	60.7456
99.3742	41.3767	57.9975
99.2991	40.8511	58.4481
99.3492	41.1014	58.2478
99.3495	41.7563	57.5932
99.2748	43.5109	55.7639
99.3492	41.9274	57.4218
99.2995	41.6562	57.6432
99.3495	39.98	59.3695
99.2995	38.7541	60.5454
99.3493	41.7668	57.5826
99.3495	41.5061	57.8434
99.2743	36.1862	63.0881
99.3493	38.2382	61.1111
99.3243	37.2873	62.037
99.3495	38.2287	61.1208
99.2746	38.1191	61.1556
99.3744	37.5626	61.8118
99.3245	38.654	60.6705
99.3493	38.038	61.3113
99.3741	41.1868	58.1873
99.3243	38.6887	60.6356
99.3742	36.0701	63.3041
99.3245	38.8792	60.4453
99.3493	38.8388	60.5105
99.2996	39.6948	59.6048
99.3492	37.7472	61.602
99.2995	37.6032	61.6963
99.3493	40.3654	58.984
99.2995	40.1301	59.1694
99.3245	41.9064	57.4181
99.3493	38.4635	60.8859
99.2498	39.3598	59.89
99.2993	39.5395	59.7598
99.3492	37.3217	62.0275
99.2746	41.0205	58.2541
99.174	40.4506	58.7234
99.2743	41.2412	58.033
99.3492	39.4493	59.8999
99.2995	42.8571	56.4423
99.3492	39.174	60.1752
99.2757	41.2088	58.0669
99.3495	37.1779	62.1716
99.3243	37.9129	61.4114
99.2748	36.8592	62.4156
99.3741	37.9569	61.4171
99.2995	39.2544	60.045
99.2745	39.0293	60.2452
99.2746	40.4702	58.8044
99.3245	35.2264	64.0981
99.2995	37.353	61.9465
99.2745	39.6547	59.6197
99.2995	39.4296	59.8699
99.3492	40.5507	58.7985
99.3242	40.2253	59.0989
99.2498	39.2598	59.99
99.2995	39.6798	59.6197
99.3247	41.1956	58.1291
99.3492	38.3479	61.0013
99.3492	39.4743	59.8748
99.2995	38.8041	60.4954
99.3739	36.0381	63.3358
99.3492	36.8961	62.4531
99.2995	40.0801	59.2194
99.3495	39.0293	60.3202
99.3989	37.9664	61.4325
99.3242	39.174	60.1502
99.2995	42.0065	57.293
99.349	39.1838	60.1652
99.3243	43.1181	56.2062
99.2995	41.9815	57.318
99.2745	37.8534	61.4211
99.3493	39.99	59.3594
99.3243	39.039	60.2853
99.0991	36.4114	62.6877
99.2748	37.2343	62.0405
99.3242	37.1715	62.1527
99.3243	37.0621	62.2623
99.2995	38.0035	61.296
99.3242	41.4268	57.8974
99.3493	39.2893	60.0601
99.2996	37.4937	61.8059
99.2995	39.8299	59.4696
99.3243	36.987	62.3373
99.3242	37.5219	61.8023
99.3243	42.8428	56.4815
99.2745	35.6517	63.6227
99.2995	34.701	64.5984
99.3243	37.0871	62.2372
99.2993	39.5145	59.7848
99.3742	37.572	61.8023
99.2496	38.7694	60.4802
99.2494	40.0801	59.1694
99.2993	42.5926	56.7067
99.3493	39.8398	59.5095
99.2993	41.2663	58.033
99.3242	38.9987	60.3254
99.3245	40.2302	59.0943
99.3245	36.9277	62.3968
99.3741	38.9084	60.4657
99.3243	36.7367	62.5876
99.2496	37.3687	61.8809
99.2745	41.2559	58.0185
99.3242	41.2516	58.0726
99.2746	39.995	59.2796
99.2746	37.0935	62.1811
99.2993	36.7367	62.5626
99.2995	35.8269	63.4726
99.3741	36.7802	62.5939
99.2248	36.6592	62.5656
99.2248	37.9595	61.2653
99.2993	43.2683	56.031
99.3245	41.8314	57.4931
99.3243	39.8148	59.5095
99.3243	40.3153	59.009
99.324	39.1587	60.1652
99.2746	40.9455	58.3292
99.3243	38.5886	60.7357
99.3243	42.1922	57.1321
99.3242	40.5757	58.7484
99.2995	36.7526	62.5469
99.3739	37.3403	62.0336
99.2002	40.09	59.1102
99.3243	39.3393	59.985
99.2995	40.1801	59.1193
99.2995	36.6275	62.672
99.3242	39.7497	59.5745
99.3492	41.4018	57.9474
99.2496	38.4942	60.7554
99.2496	38.9195	60.3302
99.2248	41.8105	57.4144
99.424	40.6962	58.7278
99.3245	41.1809	58.1436
99.2995	39.7548	59.5447
99.2993	40.2152	59.0841
99.3492	38.1727	61.1765
99.3243	37.9379	61.3864
99.2745	36.6775	62.5969
99.2746	40.2451	59.0295
99.3739	39.2437	60.1302
99.3243	36.8368	62.4875
99.2745	36.8526	62.4218
99.2748	36.3091	62.9657
99.2743	38.3383	60.9359
99.3242	41.9524	57.3717
