1.23	6.29
1.06	6.38
1.05	5.97
1.13	6.43
1.12	6.44
0.96	6.92
1.16	6.25
1.09	6.9
1.1	6.28
1.02	6.46
1.1	6.6
1	6.58
1.14	6.5
1.06	6.62
1.12	6.46
1.03	6.78
1.06	6.79
1.06	6.17
1.11	6.38
1.06	6.63
1.01	6.49
1.07	6.76
1	6.76
1.17	6.22
1.04	6.82
1.09	6.34
1.13	6.52
1.06	6.52
1.03	6.92
1.05	6.12
1.05	6.94
1.11	6.41
1.04	6.7
1.08	6.79
1.04	6.01
1.14	6.5
1.03	6.74
1.05	6.96
1.11	5.93
1.11	7.05
1.09	6.09
1.04	6.64
1.02	6.38
1.06	7
1.14	6.11
1.04	6.82
1.06	6.08
1.02	6.91
1.05	6.28
1.16	6.41
1.05	6.43
0.97	6.87
1.11	6.17
0.99	7.02
1.11	6.22
1	7.02
0.98	5.96
1.06	6.54
1.11	6.66
1.01	6.74
1.08	6.02
1.1	6.78
1.05	5.86
1.04	6.66
1	6.37
0.95	6.72
1.11	6.11
1.11	6.92
1.09	5.98
1.08	6.4
1.04	6.56
1.08	6.57
0.96	6.5
1.07	6.4
1	6.85
1.06	6.31
1.01	6.86
1.05	6.39
1.01	6.73
1.1	6.3
1	6.86
1.06	6.06
0.97	6.89
1.05	6.13
1.04	6.83
1.14	6.36
1.05	6.49
1	6.45
1.02	6.83
1.1	6.11
1.06	6.81
1.01	6.22
1.09	6.52
1.02	6.68
1.03	6.91
1.1	6.07
0.95	6.79
1.06	6.12
1.06	6.54
1.05	6.6
1.07	6.44
1.07	6.66
1.02	6.54
1.08	6.66
1.04	6.2
1.05	6.46
1.02	6.73
1.1	6.43
1	6.7
1.12	6.34
1.09	6.59
1.03	5.94
1.02	6.88
0.98	6.6
1.02	6.84
1.04	6.21
1	6.85
1.04	6.23
0.8	5.42
