Filebench Version 1.5-alpha3
0.000: Allocated 2393MB of shared memory
2.192: Populating and pre-allocating filesets
2.192: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.016MB total size
2.192: Removing logfiles tree (if exists)
2.195: Pre-allocating directories in logfiles tree
2.195: Pre-allocating files in logfiles tree
3.161: bigfileset populated: 1250000 files, avg. dir. width = 20, avg. dir. depth = 4.7, 0 leafdirs, 19531.250MB total size
3.161: Removing bigfileset tree (if exists)
3.163: Pre-allocating directories in bigfileset tree
8.638: Pre-allocating files in bigfileset tree
296.761: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
296.761: Population and pre-allocation of filesets completed
301.668: Attempting to create fileset more than once, ignoring
301.679: Starting 1 webserver instances
302.748: Running...
312.970: Per-Operation Breakdown
finish               891ops       89ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
openfile10           437ops       44ops/s   0.0mb/s     94.1ms/op [3.30ms - 480.43ms]
closefile9           439ops       44ops/s   0.0mb/s      6.8ms/op [0.41ms - 18.99ms]
readfile9            440ops       44ops/s   0.7mb/s     21.7ms/op [3.90ms - 92.01ms]
openfile9            439ops       44ops/s   0.0mb/s     97.2ms/op [5.83ms - 552.09ms]
closefile8           438ops       44ops/s   0.0mb/s      7.3ms/op [0.89ms - 62.46ms]
readfile8            437ops       44ops/s   0.7mb/s     22.1ms/op [3.52ms - 89.02ms]
openfile8            434ops       43ops/s   0.0mb/s     96.6ms/op [2.35ms - 453.13ms]
closefile7           434ops       43ops/s   0.0mb/s      6.9ms/op [0.49ms - 62.88ms]
readfile7            436ops       44ops/s   0.7mb/s     21.4ms/op [3.76ms - 125.39ms]
openfile7            433ops       43ops/s   0.0mb/s     98.3ms/op [2.36ms - 543.53ms]
closefile6           433ops       43ops/s   0.0mb/s      6.9ms/op [0.35ms - 41.35ms]
readfile6            432ops       43ops/s   0.7mb/s     21.7ms/op [3.82ms - 83.47ms]
openfile6            433ops       43ops/s   0.0mb/s    103.6ms/op [2.01ms - 545.84ms]
closefile5           433ops       43ops/s   0.0mb/s      6.9ms/op [0.04ms - 43.84ms]
readfile5            432ops       43ops/s   0.7mb/s     22.3ms/op [3.81ms - 124.88ms]
openfile5            430ops       43ops/s   0.0mb/s    101.0ms/op [2.33ms - 531.30ms]
closefile4           429ops       43ops/s   0.0mb/s      7.1ms/op [1.46ms - 42.52ms]
readfile4            432ops       43ops/s   0.7mb/s     22.7ms/op [3.79ms - 118.72ms]
openfile4            429ops       43ops/s   0.0mb/s     93.4ms/op [6.12ms - 538.80ms]
closefile3           430ops       43ops/s   0.0mb/s      6.9ms/op [0.43ms - 40.13ms]
readfile3            430ops       43ops/s   0.7mb/s     21.9ms/op [3.95ms - 86.84ms]
openfile3            427ops       43ops/s   0.0mb/s     96.3ms/op [6.38ms - 518.28ms]
closefile2           427ops       43ops/s   0.0mb/s      6.8ms/op [0.43ms - 61.84ms]
readfile2            429ops       43ops/s   0.7mb/s     21.1ms/op [4.11ms - 90.30ms]
openfile2            429ops       43ops/s   0.0mb/s     98.8ms/op [2.02ms - 537.05ms]
closefile1           431ops       43ops/s   0.0mb/s      7.6ms/op [0.44ms - 62.64ms]
readfile1            431ops       43ops/s   0.7mb/s     23.6ms/op [3.82ms - 113.91ms]
openfile1            431ops       43ops/s   0.0mb/s    107.4ms/op [2.51ms - 528.78ms]
353.848: IO Summary: 13418 ops 1341.626 ops/s 434/42 rd/wr   7.1mb/s 191.2ms/op
364.064: Per-Operation Breakdown
finish               345ops       34ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            324ops       32ops/s   0.2mb/s    917.6ms/op [11.69ms - 2492.67ms]
closefile10          337ops       34ops/s   0.0mb/s      8.3ms/op [0.93ms - 98.97ms]
readfile10           337ops       34ops/s   0.5mb/s     28.2ms/op [4.55ms - 293.30ms]
openfile10           335ops       33ops/s   0.0mb/s    139.4ms/op [5.86ms - 705.50ms]
closefile9           336ops       34ops/s   0.0mb/s      9.3ms/op [1.87ms - 113.61ms]
readfile9            336ops       34ops/s   0.5mb/s     26.9ms/op [4.49ms - 196.40ms]
openfile9            338ops       34ops/s   0.0mb/s    147.4ms/op [10.39ms - 664.78ms]
closefile8           342ops       34ops/s   0.0mb/s      9.7ms/op [0.45ms - 113.13ms]
readfile8            342ops       34ops/s   0.5mb/s     29.2ms/op [4.52ms - 221.76ms]
openfile8            344ops       34ops/s   0.0mb/s    136.8ms/op [2.75ms - 607.66ms]
closefile7           345ops       34ops/s   0.0mb/s      9.2ms/op [1.97ms - 56.35ms]
readfile7            344ops       34ops/s   0.5mb/s     30.6ms/op [4.71ms - 306.12ms]
openfile7            342ops       34ops/s   0.0mb/s    140.8ms/op [2.82ms - 669.39ms]
closefile6           343ops       34ops/s   0.0mb/s      9.3ms/op [1.98ms - 61.52ms]
readfile6            343ops       34ops/s   0.5mb/s     31.0ms/op [5.63ms - 247.73ms]
openfile6            339ops       34ops/s   0.0mb/s    148.3ms/op [7.16ms - 641.25ms]
closefile5           340ops       34ops/s   0.0mb/s      9.6ms/op [0.41ms - 63.29ms]
readfile5            340ops       34ops/s   0.5mb/s     33.0ms/op [4.81ms - 246.13ms]
openfile5            343ops       34ops/s   0.0mb/s    144.3ms/op [7.38ms - 551.72ms]
closefile4           343ops       34ops/s   0.0mb/s      9.4ms/op [0.21ms - 61.87ms]
readfile4            341ops       34ops/s   0.5mb/s     33.9ms/op [4.51ms - 255.08ms]
openfile4            343ops       34ops/s   0.0mb/s    139.2ms/op [7.34ms - 645.00ms]
closefile3           343ops       34ops/s   0.0mb/s      8.9ms/op [0.46ms - 55.45ms]
readfile3            343ops       34ops/s   0.5mb/s     29.0ms/op [6.82ms - 240.51ms]
openfile3            347ops       35ops/s   0.0mb/s    132.8ms/op [7.32ms - 680.98ms]
closefile2           348ops       35ops/s   0.0mb/s      8.4ms/op [0.21ms - 91.30ms]
readfile2            348ops       35ops/s   0.5mb/s     26.9ms/op [4.73ms - 231.78ms]
openfile2            345ops       34ops/s   0.0mb/s    140.3ms/op [6.97ms - 660.18ms]
closefile1           343ops       34ops/s   0.0mb/s      8.6ms/op [0.50ms - 63.33ms]
readfile1            344ops       34ops/s   0.5mb/s     27.4ms/op [4.50ms - 241.54ms]
openfile1            343ops       34ops/s   0.0mb/s    146.5ms/op [7.40ms - 568.14ms]
364.064: IO Summary: 10581 ops 1057.920 ops/s 342/32 rd/wr   5.6mb/s 244.1ms/op
374.281: Per-Operation Breakdown
finish               305ops       30ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            292ops       29ops/s   0.2mb/s   1073.0ms/op [13.37ms - 3069.37ms]
closefile10          309ops       31ops/s   0.0mb/s      9.8ms/op [0.52ms - 74.78ms]
readfile10           309ops       31ops/s   0.5mb/s     32.1ms/op [5.12ms - 255.55ms]
openfile10           308ops       31ops/s   0.0mb/s    134.1ms/op [2.56ms - 656.09ms]
closefile9           309ops       31ops/s   0.0mb/s     10.6ms/op [2.06ms - 117.92ms]
readfile9            310ops       31ops/s   0.5mb/s     36.9ms/op [5.02ms - 243.28ms]
openfile9            305ops       30ops/s   0.0mb/s    144.1ms/op [6.23ms - 708.16ms]
closefile8           306ops       31ops/s   0.0mb/s     10.3ms/op [2.43ms - 58.91ms]
readfile8            307ops       31ops/s   0.5mb/s     34.2ms/op [5.07ms - 245.06ms]
openfile8            306ops       31ops/s   0.0mb/s    142.9ms/op [8.77ms - 639.59ms]
closefile7           307ops       31ops/s   0.0mb/s     11.1ms/op [0.46ms - 74.23ms]
readfile7            307ops       31ops/s   0.5mb/s     36.2ms/op [5.07ms - 299.77ms]
openfile7            310ops       31ops/s   0.0mb/s    146.2ms/op [7.56ms - 854.88ms]
closefile6           309ops       31ops/s   0.0mb/s     10.6ms/op [0.42ms - 76.16ms]
readfile6            309ops       31ops/s   0.5mb/s     35.2ms/op [5.51ms - 263.32ms]
openfile6            314ops       31ops/s   0.0mb/s    148.7ms/op [3.19ms - 875.71ms]
closefile5           314ops       31ops/s   0.0mb/s     10.5ms/op [0.94ms - 64.69ms]
readfile5            313ops       31ops/s   0.5mb/s     35.1ms/op [5.68ms - 252.56ms]
openfile5            312ops       31ops/s   0.0mb/s    143.9ms/op [3.31ms - 842.87ms]
closefile4           313ops       31ops/s   0.0mb/s      9.9ms/op [2.50ms - 50.61ms]
readfile4            313ops       31ops/s   0.5mb/s     32.3ms/op [5.16ms - 250.15ms]
openfile4            313ops       31ops/s   0.0mb/s    141.2ms/op [8.75ms - 611.08ms]
closefile3           313ops       31ops/s   0.0mb/s     10.3ms/op [0.43ms - 119.22ms]
readfile3            313ops       31ops/s   0.5mb/s     33.9ms/op [5.72ms - 281.94ms]
openfile3            308ops       31ops/s   0.0mb/s    158.2ms/op [7.98ms - 866.46ms]
closefile2           308ops       31ops/s   0.0mb/s     10.3ms/op [0.55ms - 118.19ms]
readfile2            307ops       31ops/s   0.5mb/s     32.7ms/op [5.04ms - 209.15ms]
openfile2            309ops       31ops/s   0.0mb/s    137.1ms/op [8.31ms - 634.07ms]
closefile1           309ops       31ops/s   0.0mb/s     10.3ms/op [2.09ms - 67.89ms]
readfile1            309ops       31ops/s   0.5mb/s     34.2ms/op [5.07ms - 261.27ms]
openfile1            305ops       30ops/s   0.0mb/s    179.5ms/op [7.36ms - 833.85ms]
374.281: IO Summary:  9576 ops 957.449 ops/s 310/29 rd/wr   5.1mb/s 267.8ms/op
384.499: Per-Operation Breakdown
finish               259ops       26ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            243ops       24ops/s   0.2mb/s   1272.0ms/op [23.97ms - 3714.80ms]
closefile10          264ops       26ops/s   0.0mb/s     12.7ms/op [1.54ms - 141.13ms]
readfile10           265ops       26ops/s   0.4mb/s     40.5ms/op [11.90ms - 391.48ms]
openfile10           263ops       26ops/s   0.0mb/s    158.0ms/op [9.34ms - 824.66ms]
closefile9           263ops       26ops/s   0.0mb/s     12.0ms/op [0.05ms - 103.15ms]
readfile9            261ops       26ops/s   0.4mb/s     37.3ms/op [9.86ms - 322.67ms]
openfile9            261ops       26ops/s   0.0mb/s    169.4ms/op [9.46ms - 906.83ms]
closefile8           262ops       26ops/s   0.0mb/s     13.7ms/op [0.50ms - 144.52ms]
readfile8            263ops       26ops/s   0.4mb/s     44.5ms/op [12.34ms - 426.24ms]
openfile8            259ops       26ops/s   0.0mb/s    164.6ms/op [8.83ms - 823.35ms]
closefile7           262ops       26ops/s   0.0mb/s     12.2ms/op [2.54ms - 86.22ms]
readfile7            261ops       26ops/s   0.4mb/s     39.3ms/op [6.88ms - 408.37ms]
openfile7            258ops       26ops/s   0.0mb/s    173.1ms/op [3.99ms - 872.36ms]
closefile6           260ops       26ops/s   0.0mb/s     12.2ms/op [0.44ms - 144.90ms]
readfile6            260ops       26ops/s   0.4mb/s     40.3ms/op [7.30ms - 396.05ms]
openfile6            258ops       26ops/s   0.0mb/s    170.2ms/op [9.24ms - 722.39ms]
closefile5           258ops       26ops/s   0.0mb/s     12.3ms/op [0.84ms - 88.28ms]
readfile5            258ops       26ops/s   0.4mb/s     39.1ms/op [6.49ms - 364.56ms]
openfile5            258ops       26ops/s   0.0mb/s    173.2ms/op [9.38ms - 665.05ms]
closefile4           257ops       26ops/s   0.0mb/s     12.7ms/op [3.28ms - 144.19ms]
readfile4            255ops       25ops/s   0.4mb/s     42.3ms/op [14.50ms - 436.07ms]
openfile4            254ops       25ops/s   0.0mb/s    165.1ms/op [11.76ms - 792.92ms]
closefile3           255ops       25ops/s   0.0mb/s     12.5ms/op [3.31ms - 66.89ms]
readfile3            254ops       25ops/s   0.4mb/s     38.2ms/op [5.66ms - 115.59ms]
openfile3            259ops       26ops/s   0.0mb/s    179.5ms/op [7.21ms - 780.35ms]
closefile2           258ops       26ops/s   0.0mb/s     12.9ms/op [0.45ms - 144.62ms]
readfile2            258ops       26ops/s   0.4mb/s     40.5ms/op [14.74ms - 399.16ms]
openfile2            256ops       26ops/s   0.0mb/s    159.1ms/op [6.17ms - 749.70ms]
closefile1           257ops       26ops/s   0.0mb/s     12.2ms/op [0.52ms - 65.62ms]
readfile1            257ops       26ops/s   0.4mb/s     39.2ms/op [9.13ms - 350.61ms]
openfile1            258ops       26ops/s   0.0mb/s    245.4ms/op [9.97ms - 848.21ms]
384.499: IO Summary:  8015 ops 801.369 ops/s 259/24 rd/wr   4.2mb/s 317.4ms/op
394.715: Per-Operation Breakdown
finish               239ops       24ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            204ops       20ops/s   0.2mb/s   1156.4ms/op [14.27ms - 3690.32ms]
closefile10          232ops       23ops/s   0.0mb/s     12.6ms/op [0.42ms - 40.98ms]
readfile10           231ops       23ops/s   0.4mb/s     41.2ms/op [6.72ms - 285.66ms]
openfile10           232ops       23ops/s   0.0mb/s    201.6ms/op [3.38ms - 1097.15ms]
closefile9           233ops       23ops/s   0.0mb/s     13.6ms/op [2.90ms - 59.72ms]
readfile9            233ops       23ops/s   0.4mb/s     45.8ms/op [6.73ms - 331.54ms]
openfile9            234ops       23ops/s   0.0mb/s    211.4ms/op [10.47ms - 931.19ms]
closefile8           235ops       23ops/s   0.0mb/s     13.7ms/op [2.92ms - 89.02ms]
readfile8            234ops       23ops/s   0.4mb/s     44.1ms/op [6.69ms - 184.12ms]
openfile8            235ops       23ops/s   0.0mb/s    195.3ms/op [3.94ms - 953.56ms]
closefile7           237ops       24ops/s   0.0mb/s     13.9ms/op [2.97ms - 102.95ms]
readfile7            238ops       24ops/s   0.4mb/s     43.5ms/op [6.54ms - 177.31ms]
openfile7            236ops       24ops/s   0.0mb/s    213.4ms/op [10.47ms - 1217.61ms]
closefile6           239ops       24ops/s   0.0mb/s     14.0ms/op [3.52ms - 104.49ms]
readfile6            239ops       24ops/s   0.4mb/s     44.6ms/op [7.27ms - 259.45ms]
openfile6            239ops       24ops/s   0.0mb/s    210.8ms/op [10.62ms - 968.86ms]
closefile5           238ops       24ops/s   0.0mb/s     14.1ms/op [0.39ms - 102.86ms]
readfile5            238ops       24ops/s   0.4mb/s     43.5ms/op [7.30ms - 197.11ms]
openfile5            237ops       24ops/s   0.0mb/s    238.3ms/op [3.78ms - 1103.38ms]
closefile4           238ops       24ops/s   0.0mb/s     14.2ms/op [0.44ms - 104.61ms]
readfile4            240ops       24ops/s   0.4mb/s     47.3ms/op [6.63ms - 273.88ms]
openfile4            237ops       24ops/s   0.0mb/s    247.1ms/op [4.43ms - 1282.48ms]
