110.608		0
185.416		0
193.476		0
205.18		0
216.468		0
6.13079		0
73.0659		0
-nan		0
0.763068		0
22.2543		0
82.5688		0
55.8608		0
-nan		0
72.4638		0
36.3409		0
1.38889		0
1.20024		0
0.603622		0
42.5885		0
449.664		0
55.1918		0
8.4507		0
92.8571		0
35.0148		0
-nan		0
0.953592		0
4.18092		0
76.509		0
-nan		0
41.4861		0
57.3698		0
-nan		0
148.541		0
-nan		0
2.31328		0
0.831947		0
56.0075		0
1117.65		0
89.2061		0
14.4928		0
553.846		0
70.407		0
-nan		0
1.91095		0
0.606183		0
24.8507		0
259.016		0
71.9697		0
-nan		0
41.8275		0
61.4634		0
-nan		0
1.2939		0
0.939673		0
34.6059		0
102.773		0
70.133		0
-nan		0
70.8061		0
45.3782		0
-nan		0
1.75182		0
0.858001		0
0.595711		0
71.401		0
-nan		0
73.8007		0
7.16146		0
60.7735		0
34.5856		0
-nan		0
-nan		0
0.58548		0
31.0416		0
112.46		0
221.493		0
27.913		0
-nan		0
59.8745		0
-nan		0
-nan		0
0.74184		0
5.95238		0
50.0347		0
378.378		0
49.4137		0
4.06504		0
46.3038		0
1.39276		0
2.12371		0
0.648649		0
15.2076		0
231.034		0
5.61404		0
508.197		0
3.22581		0
73.0117		0
14.1881		0
296.875		0
-nan		0
0.962001		0
23.9892		0
81.7016		0
-nan		0
36.4641		0
-nan		0
38.3838		0
2.27101		0
1.53846		0
0.61627		0
20.2354		0
92.9966		0
68.6164		0
-nan		0
40.9836		0
-nan		0
1.61911		0
0.786164		0
0.668561		0
165.677		0
-nan		0
-nan		0
58.1506		0
-nan		0
56.6406		0
0.627746		0
1.386		0
0.700648		0
52.8145		0
500		0
67.8314		0
-nan		0
33.3528		0
-nan		0
1.67025		0
1.1084		0
5.73916		0
111.36		0
3.43643		0
51.9263		0
33.0774		0
-nan		0
39.559		0
-nan		0
0.627746		0
9.3361		0
50.5086		0
-nan		0
35.2423		0
-nan		0
41.0324		0
0.646412		0
1.90476		0
0.955414		0
22.6122		0
304.348		0
40.367		0
238.095		0
36.5631		0
-nan		0
4.772		0
1.03434		0
0.579542		0
27.3707		0
69.3196		0
169.271		0
-nan		0
53.9535		0
19.5814		0
453.125		0
5.0578		0
1.54719		0
0.775946		0
61.3079		0
-nan		0
46.431		0
-nan		0
37.1978		0
-nan		0
1.53509		0
1.01958		0
152.121		0
169.45		0
-nan		0
41.1606		0
4.83092		0
24.384		0
3.51494		0
1.95647		0
0.658183		0
13.245		0
57.5714		0
4.90884		0
158.311		0
31.3972		0
16.3934		0
31.808		0
-nan		0
0.887574		0
29.0343		0
107.198		0
32.6449		0
551.724		0
39.2548		0
-nan		0
3.73134		0
0.854884		0
1.05005		0
84.5496		0
-nan		0
36.1095		0
48.9642		0
344.828		0
152.455		0
-nan		0
-nan		0
0.613371		0
48.1366		0
807.692		0
46.8855		0
-nan		0
279.412		0
0.891266		0
2.19512		0
0.688231		0
11.3101		0
65.2547		0
21.3011		0
509.091		0
58.5899		0
-nan		0
44.3314		0
-nan		0
0.577367		0
2.31481		0
28.7733		0
51.1945		0
-nan		0
37.779		0
5.88235		0
64.9351		0
1.71135		0
0.957854		0
1.47992		0
37.9747		0
61.5224		0
69.2124		0
291.667		0
33.4448		0
-nan		0
2.18905		0
1.10284		0
0.542201		0
18.0794		0
63.8621		0
34.9794		0
-nan		0
33.0138		0
-nan		0
44.741		0
2.00669		0
2.24888		0
0.563539		0
2.47383		0
51.7294		0
-nan		0
34.8595		0
-nan		0
81.7942		0
38.4862		0
-nan		0
0.702247		0
0.750328		0
12.0236		0
52.6316		0
140.436		0
-nan		0
34.6062		0
-nan		0
33.5536		0
4.64037		0
0.614754		0
0.568182		0
133.885		0
34.9206		0
63.1681		0
-nan		0
27.039		0
28.8693		0
479.167		0
-nan		0
0.912742		0
48.4034		0
330.435		0
42.654		0
-nan		0
36.6559		0
75.188		0
-nan		0
0.625391		0
6.81431		0
54.297		0
-nan		0
71.134		0
-nan		0
114.286		0
1.51057		0
2.11268		0
0.915751		0
18.7333		0
250		0
57.4413		0
-nan		0
40		0
-nan		0
15.8201		0
-nan		0
0.584795		0
2.92581		0
72.6423		0
-nan		0
40.7407		0
32.882		0
473.684		0
37.2439		0
-nan		0
2.15724		0
0.615637		0
14.9112		0
51.5856		0
1.73712		0
516.667		0
35.4781		0
-nan		0
8.08977		0
0.879894		0
0.599161		0
12.1234		0
71.5962		0
-nan		0
52.4017		0
149.826		0
208.333		0
32.3887		0
-nan		0
0.60423		0
9.64265		0
39.9738		0
636.364		0
65.1068		0
-nan		0
38.9358		0
-nan		0
2.04965		0
0.643708		0
14.898		0
111.933		0
42.1598		0
615.385		0
38.9864		0
-nan		0
35.7793		0
-nan		0
1.07325		0
17.6027		0
46.7177		0
-nan		0
41.5162		0
37.323		0
-nan		0
2.25416		0
0.920175		0
0.614439		0
36.6848		0
685.185		0
67.6533		0
8.44278		0
