0.43	1.18
0.22	1.69
0.24	1.66
0.19	1.34
0.09	0.63
0.15	1.02
0.25	1.49
0.18	1.29
0.09	0.74
0.17	1
0.26	1.54
0.14	0.97
0.1	0.73
0.19	1.32
0.24	1.55
0.1	0.8
0.14	0.97
0.19	1.21
0.22	1.51
0.13	0.97
0.1	0.67
0.18	1.31
0.17	1.16
0.05	0.37
0.17	1.25
0.22	1.63
0.12	0.83
0.18	1.35
0.17	1.07
0.22	1.38
0.04	0.41
0.2	1.5
0.2	1.48
0.14	0.96
0.17	1.03
0.2	1.42
0.21	1.34
0.1	0.74
0.2	1.44
0.16	1.29
0.16	1.14
0.13	0.98
0.2	1.46
0.16	1.2
0.14	0.91
0.17	1.16
0.21	1.52
0.1	0.8
0.23	1.44
0.19	1.33
0.15	1.05
0.11	0.76
0.2	1.16
0.2	1.54
0.13	0.98
0.18	1.28
0.17	1.16
0.18	1.46
0.11	1
0.18	0.94
0.23	1.61
0.18	1.28
0.14	0.97
0.18	1.3
0.17	1.16
0.12	0.93
0.2	1.27
0.23	1.65
0.15	1.14
0.21	1.57
0.16	0.97
0.09	0.78
0.24	1.55
0.21	1.51
0.17	1.21
0.04	0.33
0.18	1.18
0.2	1.24
0.12	0.88
0.12	0.77
0.19	1.43
0.15	0.97
0.11	0.75
0.12	0.83
0.1	0.7
0.2	1.45
0.16	1.08
0.02	0.19
0.19	1.31
0.18	1.35
0.14	1.04
0.04	0.34
0.21	1.38
0.09	0.68
0.19	1.48
0.07	0.65
0.13	0.91
0.13	0.94
0.18	1.2
0.11	0.87
0.02	0.13
0.09	0.72
0.17	1.44
0.19	1.46
0.04	0.37
0.13	0.8
0.12	0.68
0.17	1.24
0.18	1.2
0.14	0.94
0.02	0.18
0.07	0.58
0.19	1.49
0.13	0.97
0.09	0.81
0.1	0.62
0.12	0.93
0.15	1.27
0.09	0.68
0.09	0.72
0.13	0.73
0.19	1.39
0.13	0.77
0.06	0.42
0.2	1.44
0.09	0.6
0.22	1.34
0.1	0.81
0.1	0.76
0.2	1.41
0.13	0.89
0.11	0.86
0.04	0.25
0.11	0.77
0.22	1.46
0.17	1.26
0.07	0.46
0.12	0.96
0.19	1.38
0.16	0.92
0.12	0.95
0.09	0.61
