600.533		0
653.197		0
661.774		0
654.497		0
661.321		0
654.416		0
659.476		0
658.931		0
652.571		0
657.668		0
645.962		0
658.353		0
648.612		0
659.577		0
644.605		0
660.298		0
651.656		1
647.268		0
653.632		0
660.913		0
660.898		0
639.569		0
643.682		0
630.123		0
638.793		0
633.139		0
629.343		0
638.828		0
635.552		0
634.605		0
625.989		0
638.54		0
630.398		0
641.036		0
619.281		0
642.715		0
628.921		0
629.556		1
634.062		0
628.158		0
637.258		0
630.43		0
637.622		0
627.627		0
641.656		0
627.622		0
594.266		0
452.993		0
452.491		0
458.038		0
435.954		0
440.329		0
441.697		0
432.938		0
441.424		0
442.979		0
439.623		0
444.741		0
444.717		0
445.039		0
446.117		0
441.557		0
448.268		0
437.098		0
446.905		0
431.418		0
425.624		0
425.656		0
424.879		0
430.147		0
429.191		0
430.919		0
446.795		0
595.325		0
581.362		0
587.837		0
593.564		0
594.696		0
590.933		0
585.855		0
594.931		0
