0.325244	0.0750563	0	0.250188
1.05184	0.576008	0	0.475833
0.651956	0.100301	0	0.551655
1.05237	0.601353	0	0.425958
0.652283	0.125439	0	0.526844
1.30293	0.651466	0	0.651466
0.45045	0.0750751	0	0.375375
1.12641	0.675845	0	0.450563
0.676522	0.100226	0	0.576297
1.12782	0.651629	0	0.47619
0.676692	0.075188	0	0.601504
1.12839	0.626881	0	0.501505
0.726999	0.125345	0	0.601655
0.925926	0.600601	0	0.325325
0.651792	0.100276	0	0.551517
1.17765	0.651466	0	0.526184
0.851917	0.150338	0	0.701579
1.07742	0.601353	0	0.476071
0.826653	0.125251	0	0.676353
1.15317	0.626723	0	0.526448
0.651466	0.0751691	0	0.576297
1.10276	0.626566	0	0.47619
0.300225	0.0500375	0	0.250188
1.12725	0.651303	0	0.475952
0.801402	0.175307	0	0.626096
1.20331	0.626723	0	0.551517
0.75188	0.125313	0	0.626566
1.25251	0.651303	0	0.601202
0.726635	0.125282	0	0.601353
1.32666	0.700876	0	0.625782
0.627038	0.125408	0	0.50163
1.02757	0.626566	0	0.401003
0.400802	0.0501002	0	0.350701
0.827275	0.376034	0	0.451241
0.901804	0.350701	0	0.526052
0.751503	0.1002	0	0.651303
0.851064	0.57572	0	0.275344
0.550551	0.0750751	0	0.475475
1.15259	0.651466	0	0.501128
0.801804	0.125282	0	0.651466
1.17677	0.650976	0	0.525789
0.776553	0.150301	0	0.626253
1.1022	0.651303	0	0.450902
0.651303	0.1002	0	0.551102
0.925	0.625	0	0.3
0.675845	0.100125	0	0.57572
1.30326	0.626566	0	0.676692
0.777332	0.150451	0	0.626881
1.22745	0.651303	0	0.576152
0.550826	0.10015	0	0.450676
1.1022	0.626253	0	0.450902
0.92639	0.150225	0	0.776164
1.25219	0.651139	0	0.601052
0.902482	0.150414	0	0.752068
1.2024	0.651303	0	0.551102
0.702106	0.125376	0	0.57673
1.17824	0.651792	0	0.526448
0.926158	0.175219	0	0.750939
1.2021	0.676183	0	0.52592
0.82769	0.125408	0	0.702282
1.2766	0.675845	0	0.600751
0.776553	0.125251	0	0.651303
1.2021	0.676183	0	0.52592
0.802206	0.100276	0	0.70193
1.20301	0.626566	0	0.576441
1.00175	0.125219	0	0.85149
1.10276	0.626566	0	0.47619
0.726089	0.10015	0	0.625939
1.10359	0.627038	0	0.476549
0.877853	0.175571	0	0.702282
1.25219	0.626096	0	0.626096
0.702106	0.100301	0	0.601805
1.15317	0.651792	0	0.501379
0.852558	0.125376	0	0.727182
1.35169	0.700876	0	0.650814
0.701754	0.125313	0	0.576441
1.30293	0.676522	0	0.601353
0.852985	0.150527	0	0.702459
1.22869	0.651956	0	0.57673
0.70193	0.100276	0	0.601655
1.25408	0.652119	0	0.601956
0.701579	0.100226	0	0.601353
0.977934	0.300903	0	0.677031
1.10248	0.526184	0	0.576297
0.651466	0.125282	0	0.526184
1.22776	0.651466	0	0.576297
0.876973	0.150338	0	0.701579
1.10386	0.627195	0	0.476668
0.576297	0.125282	0	0.451015
1.30358	0.676861	0	0.626723
0.802407	0.125376	0	0.677031
1.17765	0.676522	0	0.501128
0.701754	0.100251	0	0.601504
1.2024	0.601202	0	0.601202
0.827275	0.125345	0	0.676861
1.20301	0.626566	0	0.576441
0.90203	0.150338	0	0.751691
1.25313	0.651629	0	0.601504
0.926854	0.175351	0	0.751503
1.30228	0.676183	0	0.626096
0.927086	0.150338	0	0.751691
1.00251	0.601504	0	0.401003
0.752257	0.100301	0	0.651956
1.20271	0.651466	0	0.55124
0.752823	0.100376	0	0.652447
1.30326	0.651629	0	0.651629
0.876754	0.175351	0	0.701403
1.27788	0.651466	0	0.626409
0.976709	0.150263	0	0.826446
1.27788	0.651466	0	0.626409
0.752445	0.100326	0	0.652119
1.22807	0.626566	0	0.601504
0.777527	0.125408	0	0.652119
1.15144	0.600751	0	0.550688
