0.07	0.74
0.1	0.85
0.13	0.88
0.12	0.75
0.12	0.73
0.14	0.78
0.12	0.8
0.17	0.86
0.17	0.85
0.13	0.76
0.1	0.66
0.12	0.88
0.09	0.69
0.13	0.99
0.11	0.76
0.15	0.89
0.11	0.8
0.13	0.85
0.12	0.88
0.09	0.76
0.07	0.7
0.13	0.88
0.09	0.56
0.11	0.74
0.09	0.7
0.1	0.72
0.16	0.99
0.1	0.7
0.11	0.88
0.11	0.75
0.09	0.64
0.14	0.83
0.11	0.64
0.17	0.92
0.1	0.79
0.12	0.84
0.09	0.67
0.14	1.01
0.1	0.8
0.15	0.91
0.11	0.8
0.13	0.79
0.11	0.67
0.13	0.85
0.12	0.75
0.16	0.85
0.14	0.89
0.13	0.78
0.11	0.69
0.15	0.84
0.12	0.79
0.12	0.81
0.14	0.9
0.11	0.78
0.12	0.63
0.12	0.84
0.12	0.84
0.11	0.81
0.11	0.75
0.11	0.83
0.08	0.66
0.14	0.97
0.12	0.71
0.13	0.86
0.12	0.87
0.15	0.88
0.11	0.76
0.11	0.8
0.08	0.63
0.1	0.88
0.12	0.83
0.13	0.81
0.1	0.67
0.15	0.84
0.08	0.71
0.15	1.02
0.13	0.83
0.13	0.85
0.08	0.63
0.11	0.91
0.1	0.81
0.13	0.92
0.11	0.87
0.11	0.82
0.1	0.63
0.11	0.89
0.12	0.86
0.12	0.93
0.1	0.76
0.08	0.77
0.09	0.64
0.12	0.82
0.09	0.68
0.12	0.92
0.13	0.8
0.13	0.8
0.13	0.86
0.11	0.72
0.14	0.89
0.11	0.82
0.11	0.9
0.12	0.78
0.08	0.65
0.13	0.77
0.1	0.76
0.1	0.82
0.07	0.7
0.14	0.9
0.13	0.8
0.12	0.9
0.1	0.7
0.17	0.94
0.11	0.64
0.14	1.01
0.1	0.78
0.12	0.87
0.13	0.85
0.12	0.89
0.09	0.7
0.16	0.92
0.12	0.87
0.1	0.74
0.14	0.9
0.14	0.91
0.09	0.59
0.12	0.79
0.1	0.64
0.18	0.95
0.11	0.77
0.1	0.92
0.12	0.89
0.12	0.84
0.14	0.91
0.12	0.8
0.12	0.68
0.11	0.76
0.08	0.69
0.13	0.99
0.1	0.66
0.13	0.9
0.08	0.69
0.13	0.78
0.08	0.65
0.09	0.84
0.09	0.79
0.11	0.78
0.14	0.95
0.11	0.77
0.11	0.87
0.11	0.81
0.12	0.88
0.13	0.86
0.11	0.63
0.12	0.76
0.14	0.93
0.08	0.8
0.16	1
0.13	0.84
0.1	0.7
0.13	0.79
0.11	0.86
0.14	0.91
0.11	0.8
0.14	1.04
0.12	0.8
0.12	0.85
0.13	0.8
0.1	0.82
0.09	0.67
0.14	0.92
0.09	0.79
0.13	0.91
0.11	0.78
0.14	0.81
0.1	0.64
0.16	0.98
0.1	0.86
0.1	0.83
0.14	0.94
0.13	0.77
0.1	0.89
0.12	0.81
0.1	0.65
0.12	0.79
0.14	0.95
0.11	0.81
0.11	0.72
0.09	0.73
0.13	0.85
0.09	0.8
0.11	0.8
0.15	0.94
0.08	0.57
0.13	0.82
0.1	0.74
0.12	0.85
0.14	0.78
0.11	0.8
0.13	0.86
0.11	0.79
0.09	0.66
0.09	0.73
0.14	0.8
0.12	0.85
0.14	0.9
0.13	0.82
0.12	0.75
0.11	0.83
0.14	0.93
0.11	0.76
0.13	0.82
0.12	0.86
0.1	0.84
0.17	1.01
0.09	0.77
0.13	0.86
0.12	0.77
0.12	0.81
0.14	0.87
0.11	0.92
0.14	0.95
0.09	0.75
0.14	0.83
0.11	0.73
0.06	0.67
0.15	1.02
0.13	0.86
0.09	0.78
0.15	0.86
0.11	0.75
0.11	0.81
0.09	0.82
0.11	0.92
