0.02	0.51
0.03	0.55
0.02	0.36
0.03	0.4
0.06	0.48
0.01	0.32
0.02	0.39
0.02	0.33
0.02	0.46
0.01	0.43
0.03	0.49
0.02	0.48
0.02	0.49
0.02	0.43
0.02	0.5
0.03	0.5
0.02	0.44
0.03	0.53
0.02	0.45
0.02	0.46
0.03	0.48
0.01	0.43
0.02	0.51
0.02	0.37
0.02	0.56
0.03	0.49
0.03	0.49
0.03	0.43
0.02	0.52
0.03	0.47
0.02	0.42
0.03	0.55
0.02	0.44
0.03	0.53
0.01	0.44
0.03	0.38
0.02	0.45
0.02	0.49
0.03	0.52
0.02	0.41
0.01	0.34
0.03	0.43
0.03	0.58
0.01	0.41
0.02	0.45
0.03	0.54
0.01	0.38
0.02	0.38
0.03	0.44
0.02	0.52
0.02	0.5
0.03	0.4
0.02	0.51
0.03	0.39
0.02	0.36
0.02	0.37
0.03	0.38
0.02	0.46
0.02	0.4
0.02	0.48
0.04	0.59
0.02	0.45
0.03	0.49
0.03	0.6
0.02	0.46
0.02	0.41
0.02	0.39
0.03	0.43
0.02	0.45
0.02	0.5
0.03	0.42
0.04	0.56
0.02	0.49
0.02	0.37
0.02	0.42
0.02	0.42
0.03	0.53
0.03	0.44
0.02	0.41
0.03	0.45
0.03	0.54
0	0.32
0.03	0.49
0.02	0.49
0.02	0.5
0.02	0.44
0.02	0.41
0.02	0.45
0.04	0.51
0.02	0.54
0.02	0.44
0.02	0.5
0.03	0.59
0.01	0.36
0.01	0.43
0.02	0.43
0.03	0.49
0.02	0.51
0.02	0.47
0.03	0.4
0.02	0.47
0.02	0.36
0.03	0.5
0.02	0.37
0.01	0.54
0.21	0.49
0.03	0.5
0.02	0.4
0.02	0.5
0.02	0.44
0.04	0.54
0.02	0.51
0.02	0.53
0.03	0.4
0.02	0.38
0.02	0.42
0.02	0.49
0.02	0.47
0.02	0.45
0.02	0.52
0.02	0.57
0.03	0.52
0.02	0.39
0.02	0.45
0.04	0.46
0.02	0.47
0.02	0.46
0.03	0.6
0.03	0.44
0.02	0.54
0.02	0.42
0.03	0.54
0.03	0.59
0.02	0.47
0.02	0.43
0.02	0.45
0.03	0.58
0.02	0.46
0.02	0.46
0.02	0.4
0.02	0.45
0.02	0.47
0.02	0.43
0.02	0.48
0.02	0.49
0.02	0.42
0.02	0.45
0.02	0.35
0.02	0.54
0.03	0.42
0.01	0.42
0.03	0.45
0.02	0.46
0.02	0.57
0.02	0.45
0.03	0.49
0.02	0.44
0.04	0.49
0.02	0.44
0.03	0.46
0.02	0.42
0.02	0.46
0.03	0.49
0.02	0.52
0.03	0.55
0.02	0.5
0.03	0.56
0.02	0.51
0.02	0.39
0.01	0.46
0.02	0.47
0.02	0.45
0.03	0.46
0.02	0.41
0.02	0.48
0.02	0.44
0.03	0.78
0.03	0.39
0.02	0.45
0.02	0.45
0.02	0.47
0.02	0.48
0.03	0.62
0.02	0.41
0.03	0.5
0.02	0.52
0.01	0.46
0.03	0.43
0.02	0.59
0.02	0.4
0.02	0.42
0.02	0.55
0.03	0.65
0.02	0.45
0.03	0.57
0.03	0.52
0.07	0.5
0.02	0.43
0.02	0.45
0.01	0.28
0.02	0.61
0.03	0.49
0.02	0.63
0.02	0.44
0.03	0.54
0.02	0.59
0.03	0.56
0.03	0.55
0.02	0.44
0.01	0.51
0.03	0.47
0.02	0.62
0.02	0.48
0.03	0.51
0.02	0.54
0.02	0.39
0.03	0.54
0.02	0.47
0.01	0.18
0.02	0.58
0.04	0.77
0.14	0.56
0.03	0.46
0.02	0.49
0.02	0.51
0.01	0.56
0.02	0.42
0.04	0.77
0.02	0.48
0.04	0.74
0.02	0.53
0.02	0.41
0.03	0.58
0.02	0.49
0.05	0.12
0.04	1.1
0.03	0.79
0.02	0.48
0.02	0.53
0.02	0.32
0.03	0.45
0.01	0.29
0.03	0.57
0.06	1.69
0.07	0.74
0.03	0.5
0.02	0.63
0.02	0.28
0.05	1.14
0.05	1.41
0.03	0.53
0.03	0.64
0.01	0.24
0.03	0.69
0.01	0.28
0.04	0.94
0.03	0.51
0.03	0.76
0.03	0.53
0.02	0.52
0.03	0.67
0.01	0.23
0.04	0.72
0	0.26
0.03	0.76
0.02	0.57
0.01	0.18
0.01	0.27
0.02	0.26
0.02	0.63
0.12	2.98
0.03	0.61
0.02	0.49
0.02	0.31
0.01	0.19
0.03	1.32
0.01	0.06
0.07	1.93
0	0.14
0.01	0.06
