0.57	4.21
0.45	3.1
0.48	3.75
0.43	3.34
0.43	3.39
0.47	3.41
0.42	3.38
0.49	3.41
0.43	3.31
0.48	3.37
0.46	3.21
0.47	3.46
0.44	3.2
0.41	3.38
0.43	3.51
0.51	3.55
0.41	3.36
0.44	3.43
0.44	3.46
0.43	3.41
0.52	3.86
0.44	3.33
0.43	3.59
0.49	3.91
0.45	3.19
0.42	3.41
0.47	3.53
0.42	3.34
0.44	3.51
0.45	3.36
0.5	3.96
0.46	3.49
0.44	3.17
0.58	4.17
0.4	3.4
0.45	3.48
0.48	3.53
0.44	3.74
0.44	3.36
0.47	3.69
0.52	4
0.42	3.33
0.45	3.32
0.47	3.47
0.49	3.36
0.47	3.43
0.42	3.55
0.52	3.85
0.56	4.08
0.54	4.18
0.47	3.87
0.45	3.62
0.39	3.27
0.43	3.42
0.48	3.6
0.47	3.65
0.45	3.56
0.43	3.57
0.43	3.53
0.46	3.44
0.44	3.45
0.45	3.63
0.49	3.74
0.5	3.8
0.41	3.5
0.46	3.5
0.46	3.7
0.44	3.44
0.42	3.26
0.46	3.59
0.43	3.28
0.46	3.46
0.47	3.48
0.43	3.43
0.46	3.67
0.49	3.72
0.45	3.44
0.48	3.69
0.47	3.77
0.46	3.87
0.44	3.53
0.47	3.72
0.4	3.45
0.46	3.54
0.43	3.52
0.46	3.47
0.49	3.78
0.47	3.54
0.44	3.46
0.46	3.56
0.44	3.37
0.42	3.62
0.42	3.39
